Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1,Counties,New York Zip Codes,NYS Municipal Boundaries
STONY BROOK FIRE DEPARTMENT,52107,147 MAIN STREET,STONY BROOK,NY,11790,52,Suffolk,6317510460,40.918275,-73.147519,"{'longitude': '-73.147519', 'latitude': '40.918275'}",2179,1430,
STONY CREEK VOLUNTEER FIRE CO,57021,42 HARRISBURG ROAD,STONY CREEK,NY,12878,57,Warren,5186963121,43.429579,-73.930969,"{'longitude': '-73.930969', 'latitude': '43.429579'}",2183,153,827
STONY POINT FIRE DEPARTMENT,44018,25 NORTH LIBERTY DRIVE,STONY POINT,NY,10980,44,Rockland,8457863386,41.230693,-73.986318,"{'longitude': '-73.986318', 'latitude': '41.230693'}",628,1562,533
STOTTVILLE FIRE DEPARTMENT,11028,PO BOX 169,STOTTVILLE,NY,12172,11,Columbia,5188281817,42.286354,-73.752545,"{'longitude': '-73.752545', 'latitude': '42.286354'}",619,977,523
ST PAUL BOULEVARD FIRE DEPT,28036,433 COOPER ROAD,ROCHESTER,NY,14617,28,Monroe,7162664645,43.219215,-77.598759,"{'longitude': '-77.598759', 'latitude': '43.219215'}",2093,1676,550
STRATFORD FIRE DEPARTMENT,18017,COUNTY ROAD 104,STRATFORD,NY,13470,18,Fulton,3154293607,43.19708,-74.65372,"{'longitude': '-74.65372', 'latitude': '43.19708'}",2085,1378,383
ST REGIS FALLS FIRE DEPT,17015,PO BOX 177,ST REGIS FALLS,NY,12980,17,Franklin,5188569459,44.673379,-74.544539,"{'longitude': '-74.544539', 'latitude': '44.673379'}",621,301,171
ST REMY FIRE DEPARTMENT,56037,530 MAIN STREET,ULSTER PARK,NY,12401,56,Ulster,8453381494,41.884877,-74.020709,"{'longitude': '-74.020709', 'latitude': '41.884877'}",2182,79,448
STRYKERSVILLE FIRE DEPARTMENT,61017,594 MINKEL ROAD,STRYKERSVILLE,NY,14145,61,Wyoming,5854573588,42.693854,-78.445624,"{'longitude': '-78.445624', 'latitude': '42.693854'}",2186,7,408
STUYVESANT FALLS FIRE DEPARTMENT,11030,9 FIREHOUSE LANE PO BOX 56,STUYVESANT FALLS,NY,12174,11,Columbia,5187996433,42.35589,-73.73004,"{'longitude': '-73.73004', 'latitude': '42.35589'}",619,1418,522
STUYVESANT FIRE DEPARTMENT,11029,194 ROUTE 26A,STUYVESANT,NY,12173,11,Columbia,5187993620,42.36834,-73.75346,"{'longitude': '-73.75346', 'latitude': '42.36834'}",619,1417,522
SUFFERN FIRE DEPARTMENT,44019,35 WASHINGTON AVE POB 117,SUFFERN,NY,10901,44,Rockland,8453576066,41.116581,-74.148831,"{'longitude': '-74.148831', 'latitude': '41.116581'}",628,1454,535
SUMMIT FIRE DEPARTMENT,48016,PO BOX 28,SUMMIT,NY,12175,48,Schoharie,5182871717,42.575,-74.60463,"{'longitude': '-74.60463', 'latitude': '42.575'}",629,1419,150
SUMMITVILLE FIRE COMPANY,53032,3978 RTE 209,SUMMITVILLE,NY,12781,53,Sullivan,8458885531,41.61938,-74.44862,"{'longitude': '-74.44862', 'latitude': '41.61938'}",2180,780,644
SUNSET BAY FIRE DEPARTMENT,07039,12798 ALLEGANY ROAD,IRVING,NY,14081,07,Chautauqua,7169344880,42.560755,-79.131909,"{'longitude': '-79.131909', 'latitude': '42.560755'}",2035,529,237
SWAN LAKE HOSE COMPANY NO 1,53033,52 STANTON CRS RD PO BX 177,SWAN LAKE,NY,12783,53,Sullivan,8452926918,41.750459,-74.777808,"{'longitude': '-74.777808', 'latitude': '41.750459'}",2180,1099,651
SWORMVILLE FIRE DEPARTMENT,15083,6971 TRANSIT RD PO BOX 707,EAST AMHERST,NY,14051,15,Erie,7166887055,43.038991,-78.696845,"{'longitude': '-78.696845', 'latitude': '43.038991'}",2041,509,301
SYLVAN BEACH FIRE DEPARTMENT,33041,329 16TH AVENUE,SYLVAN BEACH,NY,13157,33,Oneida,,43.199341,-75.728911,"{'longitude': '-75.728911', 'latitude': '43.199341'}",625,694,973
SYOSSET FIRE DEPARTMENT,30064,50 COLD SPRING ROAD,SYOSSET,NY,11791,30,Nassau,5169210728,40.826164,-73.500862,"{'longitude': '-73.500862', 'latitude': '40.826164'}",2094,1431,66
SYRACUSE FIRE DEPARTMENT (CITY),34051,511 SOUTH STATE STREET,SYRACUSE,NY,13202,34,Onondaga,3154735525,43.046921,-76.147406,"{'longitude': '-76.147406', 'latitude': '43.046921'}",2132,711,702
TABERG FIRE DEPARTMENT,33042,PO BOX 523,TABERG,NY,13471,33,Oneida,3153378447,43.265975,-75.60677,"{'longitude': '-75.60677', 'latitude': '43.265975'}",625,1379,982
TABORTON VOLUNTEER FIRE COMPANY,42037,PO BOX 295,SAND LAKE,NY,12153,42,Rensselaer,5186742915,42.643335,-73.476367,"{'longitude': '-73.476367', 'latitude': '42.643335'}",2138,1400,94
TAGHKANIC FIRE DEPARTMENT,11031,631 OLD ROUTE 82,WEST TAGHKANIC,NY,12502,11,Columbia,5188517476,42.06411,-73.6628,"{'longitude': '-73.6628', 'latitude': '42.06411'}",619,946,526
TALLMAN FIRE DEPARTMENT,44020,289 ROUTE 59  PO BOX 37,TALLMAN,NY,10982,44,Rockland,8453570514,41.111149,-74.101833,"{'longitude': '-74.101833', 'latitude': '41.111149'}",628,1454,535
TANNERSVILLE FIRE DEPARTMENT,20025,PO BOX 671,TANNERSVILLE,NY,12485,20,Greene,5185896095,42.1946,-74.1535,"{'longitude': '-74.1535', 'latitude': '42.1946'}",2087,336,769
TAPPAN FIRE DEPARTMENT,44021,123 WASHINGTON STREET,TAPPAN,NY,10983,44,Rockland,8453591897,41.021825,-73.947169,"{'longitude': '-73.947169', 'latitude': '41.021825'}",628,1649,536
TARRYTOWN FIRE DEPARTMENT,60051,50 MAIN ST PO BOX 158,TARRYTOWN,NY,10591,60,Westchester,9146317066,41.07797,-73.85773,"{'longitude': '-73.85773', 'latitude': '41.07797'}",2185,1347,986
TAUNTON VOLUNTEER FIRE DEPT,34052,4300 ONONDAGA BOULEVARD,SYRACUSE,NY,13219,34,Onondaga,3154681011,43.02661,-76.214991,"{'longitude': '-76.214991', 'latitude': '43.02661'}",2132,733,707
TERRY'S CORNERS FIRE DEPARTMENT,32025,7801 CHESTNUT RIDGE RD,GASPORT,NY,14067,32,Niagara,7164344800,43.173106,-78.597879,"{'longitude': '-78.597879', 'latitude': '43.173106'}",2131,522,162
TERRYVILLE FIRE DEPARTMENT,52109,19 JAYNE BOULEVARD,PORT JEFFERSON STATION,NY,11776,52,Suffolk,6314731224,40.926322,-73.048936,"{'longitude': '-73.048936', 'latitude': '40.926322'}",2179,1323,
THERESA FIRE DEPT,23042,LOT 8 INDIAN RIVER ESTATES,THERESA,NY,13691,23,Jefferson,3157862601,44.214746,-75.783094,"{'longitude': '-75.783094', 'latitude': '44.214746'}",2089,1618,844
THIELLS FIRE DEPARTMENT,44026,PO BOX 111,THIELLS,NY,10984,44,Rockland,8453542320,41.21023,-74.01721,"{'longitude': '-74.01721', 'latitude': '41.21023'}",628,1650,537
THOMAS CORNERS FIRE DEPARTMENT,47028,5 AIRPORT ROAD,GLENVILLE,NY,12302,47,Schenectady,5183995621,42.849293,-73.941445,"{'longitude': '-73.941445', 'latitude': '42.849293'}",2142,50,120
THORNWOOD FIRE DEPARTMENT,60052,770 COMMERCE ST PO BOX 75,THORNWOOD,NY,10594-0075,60,Westchester,9147690345,41.119732,-73.783395,"{'longitude': '-73.783395', 'latitude': '41.119732'}",2185,1348,967
THREE MILE BAY FIRE DEPARTMENT,23044,8581 NYS RTE 12E,THREE MILE BAY,NY,13693,23,Jefferson,3156492888,44.02273,-76.24897,"{'longitude': '-76.24897', 'latitude': '44.02273'}",2089,1620,851
THROOP FIRE DEPARTMENT,06022,7159 BEECH TREE RD,AUBURN,NY,13021,06,Cayuga,3152524051,42.963197,-76.606987,"{'longitude': '-76.606987', 'latitude': '42.963197'}",618,343,42
THURMAN VOLUNTEER FIRE COMPANY,57022,369 HIGH ST PO BOX 115,ATHOL,NY,12810,57,Warren,5186239446,43.473303,-73.893084,"{'longitude': '-73.893084', 'latitude': '43.473303'}",2183,788,826
THURSTON FIRE DEPARTMENT,51037,7507 THURSTON RD,CAMPBELL,NY,14821,51,Steuben,6075834144,42.21975,-77.22146,"{'longitude': '-77.22146', 'latitude': '42.21975'}",2178,1767,47
TICONDEROGA FIRE DEPARTMENT,16021,PO BOX 367 MONTCALM STREET,TICONDEROGA,NY,12883,16,Essex,5185857771,43.848156,-73.429029,"{'longitude': '-73.429029', 'latitude': '43.848156'}",2084,154,436
TILLSON VOLUNTEER FIRE COMPANY,56043,PO BOX 214,TILLSON,NY,12486,56,Ulster,,41.82823,-74.075112,"{'longitude': '-74.075112', 'latitude': '41.82823'}",2182,898,430
TIOGA CENTER FIRE DEPARTMENT,54011,PO BOX 185,TIOGA CENTER,NY,13845,54,Tioga,6076874102,42.05611,-76.34824,"{'longitude': '-76.34824', 'latitude': '42.05611'}",630,462,56
TIVOLI FIRE DEPARTMENT,14031,2 TIVOLI COMMONS PO BOX 486,TIVOLI,NY,12583,14,Dutchess,8457574445,42.059053,-73.912002,"{'longitude': '-73.912002', 'latitude': '42.059053'}",2040,1014,597
TOMPKINS CORNERS FIRE DEPARTMENT,08015,422 CHAMBERS RD,HORSEHEADS,NY,14845,08,Chemung,6077397415,42.204287,-76.88921,"{'longitude': '-76.88921', 'latitude': '42.204287'}",2036,1783,491
TONAWANDA FIRE DEPT (CITY),15084,44 WILLIAM STREET,TONAWANDA,NY,14150,15,Erie,7166921275,43.017259,-78.876274,"{'longitude': '-78.876274', 'latitude': '43.017259'}",2041,8,285
TOWN AND COUNTRY FIRE DEPARTMENT,08016,130 GARDNER ROAD,HORSEHEADS,NY,14845,08,Chemung,6077397134,42.167265,-76.832156,"{'longitude': '-76.832156', 'latitude': '42.167265'}",2036,1783,481
TOWN LINE FIRE DEPARTMENT,15085,6507 BROADWAY,LANCASTER,NY,14086,15,Erie,7166830385,42.890749,-78.58022,"{'longitude': '-78.58022', 'latitude': '42.890749'}",2041,532,293
TOWN OF BINGHAMTON DEPARTMENT,04030,22 REXFORD STREET,BINGHAMTON,NY,13903,04,Broome,6076694146,42.069611,-75.918801,"{'longitude': '-75.918801', 'latitude': '42.069611'}",2033,477,972
TOWN OF MOHAWK FIRE DEPARTMENT,29018,2553 STATE HIGHWAY 30A,FONDA,NY,12068,29,Montgomery,5188534213,42.966619,-74.387983,"{'longitude': '-74.387983', 'latitude': '42.966619'}",624,1217,488
TREADWELL FIRE DEPARTMENT,13028,9202 COUNTY HIGHWAY 16,TREADWELL,NY,13846,13,Delaware,,42.35763,-75.06177,"{'longitude': '-75.06177', 'latitude': '42.35763'}",2039,463,576
TRIANGLE FIRE DEPARTMENT,04031,3621 NY ROUTE 206,WHITNEY POINT,NY,13862,04,Broome,,42.32906,-75.97022,"{'longitude': '-75.97022', 'latitude': '42.32906'}",2033,471,936
TRIBES HILL FIRE DEPARTMENT,29019,139 IROQUOIS TRAIL,TRIBES HILL,NY,12177,29,Montgomery,,42.95425,-74.29173,"{'longitude': '-74.29173', 'latitude': '42.95425'}",624,10,488
TRI-VILLAGE FIRE DEPARTMENT,11032,593 ALBANY TPKE,OLD CHATHAM,NY,12136,11,Columbia,5183922386,42.44063,-73.557078,"{'longitude': '-73.557078', 'latitude': '42.44063'}",619,1303,529
TRI-VILLAGE FIRE DEPARTMENT,01033,3096 CO RTE 145 PO BOX 575,PRESTON HOLLOW,NY,12469,01,Albany,5182396780,42.446314,-74.209669,"{'longitude': '-74.209669', 'latitude': '42.446314'}",2030,261,834
TROUPSBURG VOLUNTEER FIRE DEPT,51038,876 MAIN STREET,TROUPSBURG,NY,14885,51,Steuben,6075256303,42.05324,-77.56123,"{'longitude': '-77.56123', 'latitude': '42.05324'}",2178,916,27
TROUT CREEK FIRE DEPARTMENT,13029,8695 COUNTY HIGHWAY 27,TROUT CREEK,NY,13847,13,Delaware,6078656207,42.206253,-75.280116,"{'longitude': '-75.280116', 'latitude': '42.206253'}",2039,457,563
TROY FIRE DEPARTMENT (CITY),42039,2175 SIXTH AVENUE,TROY,NY,12180-9841,42,Rensselaer,5182704471,42.735176,-73.684882,"{'longitude': '-73.684882', 'latitude': '42.735176'}",2138,11,107
TRUMANSBURG FIRE DEPARTMENT,55018,PO BOX 418,TRUMANSBURG,NY,14886,55,Tompkins,6073877131,42.543672,-76.667634,"{'longitude': '-76.667634', 'latitude': '42.543672'}",2181,917,715
TRUXTON FIRE DEPARTMENT,12009,3741 RT 13 PO BOX 118,TRUXTON,NY,13158,12,Cortland,6078426291,42.73261,-75.96738,"{'longitude': '-75.96738', 'latitude': '42.73261'}",620,695,639
TSATSAWASSA (BRAINARD) FIRE DEPT,42038,PO BOX 62,BRAINARD,NY,12024,42,Rensselaer,5187948280,42.48285,-73.53379,"{'longitude': '-73.53379', 'latitude': '42.48285'}",619,1289,529
TULLY FIRE DEPARTMENT,34053,1 RAILROAD ST,TULLY,NY,13159,34,Onondaga,3156966414,42.798818,-76.106112,"{'longitude': '-76.106112', 'latitude': '42.798818'}",2132,696,701
TUPPER LAKE FIRE DEPARTMENT,17016,21 HIGH STREET  PO BOX 849,TUPPER LAKE,NY,12986,17,Franklin,5183593530,44.222532,-74.464409,"{'longitude': '-74.464409', 'latitude': '44.222532'}",621,305,184
TURIN FIRE DEPARTMENT,25013,4239 NYS RT 26,TURIN,NY,13473,25,Lewis,3153484233,43.56693,-75.82155,"{'longitude': '-75.82155', 'latitude': '43.56693'}",2135,1363,245
TUSCARORA FREEMAN VOL FIRE DEPT,51039,820 MACK ROAD,ADDISON,NY,14801-9313,51,Steuben,6073592352,42.027467,-77.293726,"{'longitude': '-77.293726', 'latitude': '42.027467'}",2178,1748,26
TUXEDO FIRE DEPARTMENT,36043,RTE 17,TUXEDO,NY,10987,36,Orange,9143514211,41.23913,-74.205912,"{'longitude': '-74.205912', 'latitude': '41.23913'}",2134,1653,888
TWIN DISTRICT FIRE DEPARTMENT,15087,4999 WILLIAM ST PO BOX 406,LANCASTER,NY,14086,15,Erie,7166813118,42.880758,-78.670367,"{'longitude': '-78.670367', 'latitude': '42.880758'}",2041,532,293
TYRONE FIRE DEPARTMENT,49007,PO BX 69/3600 STATE RTE 226,TYRONE,NY,14887,49,Schuyler,6072926483,42.51766,-76.9748,"{'longitude': '-76.9748', 'latitude': '42.51766'}",2225,1776,100
U-CREST FIRE DEPARTMENT,15088,255 CLOVER PLACE,CHEEKTOWAGA,NY,14225,15,Erie,7166342633,42.923394,-78.755049,"{'longitude': '-78.755049', 'latitude': '42.923394'}",2041,160,304
ULSTER HOSE COMPANY NO 5,56044,830 ULSTER AVENUE,KINGSTON,NY,12401,56,Ulster,8453381280,41.953147,-73.994319,"{'longitude': '-73.994319', 'latitude': '41.953147'}",2182,79,424
UNADILLA FIRE DEPARTMENT,39021,16 CLIFTON ST PO BOX R,UNADILLA,NY,13849,39,Otsego,6073699150,42.325397,-75.316674,"{'longitude': '-75.316674', 'latitude': '42.325397'}",2136,465,898
UNADILLA FORKS FIRE DEPARTMENT,39022,105 CO HWY 18A,UNADILLA FORKS,NY,13491,39,Otsego,3158554542,42.85264,-75.17106,"{'longitude': '-75.17106', 'latitude': '42.85264'}",2136,1394,902
UNION CENTER FIRE COMPANY INC,04032,PO BOX 8800,ENDICOTT,NY,13762,04,Broome,6077481321,42.12071,-76.05295,"{'longitude': '-76.05295', 'latitude': '42.12071'}",2033,388,942
UNIONDALE FIRE DEPARTMENT,30065,501 UNIONDALE AVE PO BX 248,UNIONDALE,NY,11553,30,Nassau,5164818808,40.702908,-73.592807,"{'longitude': '-73.592807', 'latitude': '40.702908'}",2094,1458,54
UNION FIRE DEPARTMENT,15089,2055 UNION ROAD,WEST SENECA,NY,14224,15,Erie,7166682828,42.85623,-78.754578,"{'longitude': '-78.754578', 'latitude': '42.85623'}",2041,159,281
UNION HILL FIRE DEPARTMENT,59023,70 RIDGE ROAD  PO BOX 112,UNION HILL,NY,14563,59,Wayne,7162651515,42.4564,-76.71028,"{'longitude': '-76.71028', 'latitude': '42.4564'}",2143,917,661
UNION SPRINGS FIRE DEPARTMENT,06023,257 CAYUGA STREET,UNION SPRINGS,NY,13160,06,Cayuga,3158897288,42.852348,-76.69077,"{'longitude': '-76.69077', 'latitude': '42.852348'}",618,697,73
UNION VALE FIRE DEPT,14032,3373 RTE 82 PO BOX 21,VERBANK,NY,12585,14,Dutchess,8456779841,41.72417,-73.71129,"{'longitude': '-73.71129', 'latitude': '41.72417'}",2040,1015,609
UNIONVILLE FIRE DEPARTMENT,36044,BOX 372,UNIONVILLE,NY,10988,36,Orange,9147263068,41.30181,-74.56148,"{'longitude': '-74.56148', 'latitude': '41.30181'}",2134,1654,873
UPPER JAY FIRE DEPARTMENT,16022,ROUTE 9N HCR BOX 38,UPPER JAY,NY,12987,16,Essex,5189467022,44.33509,-73.78671,"{'longitude': '-73.78671', 'latitude': '44.33509'}",2084,306,412
UPPER MOUNTAIN FIRE DEPARTMENT,32026,839 MOYER RD,LEWISTON,NY,14092,32,Niagara,7162970330,43.155675,-79.014881,"{'longitude': '-79.014881', 'latitude': '43.155675'}",2131,534,176
UTICA FIRE DEPARTMENT (CITY),33044,552 BLEECKER STREET,UTICA,NY,13501,33,Oneida,3157245151,43.099461,-75.221847,"{'longitude': '-75.221847', 'latitude': '43.099461'}",625,1464,977
VAILS GATE FIRE DEPARTMENT,36045,ROUTE 94 PO BOX 173,VAILS GATE,NY,12584,36,Orange,9145615511,41.455442,-74.053937,"{'longitude': '-74.053937', 'latitude': '41.455442'}",2134,988,890
VALATIE FIRE DEPARTMENT,11033,3102  LAKE STREET,VALATIE,NY,12184,11,Columbia,5187589732,42.416519,-73.672353,"{'longitude': '-73.672353', 'latitude': '42.416519'}",619,14,524
VALHALLA FIRE DEPARTMENT,60053,PO BOX 228,VALHALLA,NY,10595,60,Westchester,9149482272,41.093759,-73.777589,"{'longitude': '-73.777589', 'latitude': '41.093759'}",2185,1349,967
VALLEY COTTAGE FIRE DEPARTMENT,44022,20 LAKE ROAD  PO BOX 48,VALLEY COTTAGE,NY,10989,44,Rockland,8452687247,41.117916,-73.945339,"{'longitude': '-73.945339', 'latitude': '41.117916'}",628,1655,538
VALLEY FALLS FIRE DEPARTMENT,42040,"CHARLES STREET, PO BOX 245",VALLEY FALLS,NY,12185,42,Rensselaer,5187534525,42.89949,-73.561956,"{'longitude': '-73.561956', 'latitude': '42.89949'}",2138,15,131
VALLEY STREAM FIRE DEPARTMENT,30066,123 S CENTRAL AVE PO BOX 38,VALLEY STREAM,NY,11582,30,Nassau,5168259225,40.67256,-73.7051,"{'longitude': '-73.7051', 'latitude': '40.67256'}",2094,995,54
VALOIS-LOGAN-HECTOR FIRE DEPT,49008,5736 STATE RT 414 PO BOX 46,HECTOR,NY,14841,49,Schuyler,6075468269,42.52026,-76.84872,"{'longitude': '-76.84872', 'latitude': '42.52026'}",2143,1780,661
VAN ETTEN FIRE DEPARTMENT,08017,2 HIXSON STREET  PO BOX 88,VAN ETTEN,NY,14889,08,Chemung,6075894530,42.198579,-76.55134,"{'longitude': '-76.55134', 'latitude': '42.198579'}",2036,918,479
VAN ETTEN TOWN FIRE DEPARTMENT,08024,PO BOX 67,VAN ETTEN,NY,14889,08,Chemung,,,,,,,
VAN HORNSVILLE FIRE DEPARTMENT,22020,BOX 6,VAN HORNSVILLE,NY,13475,22,Herkimer,5189933970,42.88874,-74.83381,"{'longitude': '-74.83381', 'latitude': '42.88874'}",2088,566,658
VARICK FIRE DEPARTMENT,50014,4682 ROUTE 96A,GENEVA,NY,14456,50,Seneca,3155859167,42.80241,-76.89902,"{'longitude': '-76.89902', 'latitude': '42.80241'}",2144,233,587
VARNA FIRE COMPANY,55019,14 TURKEY HILL ROAD,ITHACA,NY,14850,55,Tompkins,6072732407,42.459355,-76.427546,"{'longitude': '-76.427546', 'latitude': '42.459355'}",2181,1786,724
VARYSBURG FIRE DEPARTMENT,61018,2446 MAIN STREET,VARYSBURG,NY,14167,61,Wyoming,7165357252,42.762445,-78.313677,"{'longitude': '-78.313677', 'latitude': '42.762445'}",2186,9,397
VERDOY FIRE DEPARTMENT,01034,988 TROY SCHENECTADY ROAD,LATHAM,NY,12110,01,Albany,5187857291,42.763506,-73.800801,"{'longitude': '-73.800801', 'latitude': '42.763506'}",2030,1288,808
VERNON CENTER VOLUNTEER FD,33055,5770 NORTON ROAD,VERNON CENTER,NY,13477,33,Oneida,3158292139,43.053952,-75.504459,"{'longitude': '-75.504459', 'latitude': '43.053952'}",625,1384,976
VERNON FIRE DEPARTMENT,33045,PO BOX 773,VERNON,NY,13476,33,Oneida,3158293475,43.079103,-75.540966,"{'longitude': '-75.540966', 'latitude': '43.079103'}",625,1383,976
VERONA FIRE DEPARTMENT,33046,PO BOX 137,VERONA,NY,13478,33,Oneida,3153636009,43.13964,-75.57198,"{'longitude': '-75.57198', 'latitude': '43.13964'}",625,1385,975
VERPLANCK FIRE DEPARTMENT,60054,238 8TH STREET PO BOX 518,VERPLANCK,NY,10596,60,Westchester,9147378233,41.255304,-73.96163,"{'longitude': '-73.96163', 'latitude': '41.255304'}",2185,1350,969
VERSAILLES FIRE DEPARTMENT,05031,BUFFALO ROAD,VERSAILLES,NY,14168,05,Cattaraugus,7165324065,42.520164,-78.994416,"{'longitude': '-78.994416', 'latitude': '42.520164'}",2041,1104,349
VESTAL FIRE DEPARTMENT,04034,605 VESTAL PARKWAY WEST,VESTAL,NY,13850,04,Broome,6077481514,42.083166,-76.065433,"{'longitude': '-76.065433', 'latitude': '42.083166'}",2033,466,940
VICTOR VOLUNTEER FIRE DEPT,35027,34 MAPLE AVENUE,VICTOR,NY,14564,35,Ontario,5857422468,42.981169,-77.409605,"{'longitude': '-77.409605', 'latitude': '42.981169'}",2133,413,800
VICTORY FIRE DEPARTMENT,06024,12009 ROUTE 38,CATO,NY,13033,06,Cayuga,3156266682,43.17423,-76.55246,"{'longitude': '-76.55246', 'latitude': '43.17423'}",618,352,86
VICTORY MILLS FIRE DEPARTMENT,46030,PO BOX 78,VICTORY MILLS,NY,12884,46,Saratoga,5186956623,43.088543,-73.595961,"{'longitude': '-73.595961', 'latitude': '43.088543'}",2141,155,997
VIENNA FIRE DEPARTMENT,33047,2875 STATE RTE 49,BLOSSVALE,NY,13308,33,Oneida,3152451237,43.239521,-75.697047,"{'longitude': '-75.697047', 'latitude': '43.239521'}",625,766,973
VIGILANT FIRE DEPARTMENT,15090,666 MAIN STREET,WEST SENECA,NY,14224,15,Erie,7166741453,42.834015,-78.750567,"{'longitude': '-78.750567', 'latitude': '42.834015'}",2041,159,281
VIRGIL FIRE DEPARTMENT,12010,1195 WEST STATE ROAD,CORTLAND,NY,13045,12,Cortland,6078356400,42.510555,-76.196537,"{'longitude': '-76.196537', 'latitude': '42.510555'}",620,362,780
VISCHER FERRY VOL FIRE COMPANY,46031,750 GROOMS ROAD,REXFORD,NY,12148,46,Saratoga,5183713991,42.797187,-73.828599,"{'longitude': '-73.828599', 'latitude': '42.797187'}",2141,1311,
VISTA FIRE DEPARTMENT,60056,377 SMITHRIDGE ROAD,SOUTH SALEM,NY,10590,60,Westchester,9145332727,41.214931,-73.516817,"{'longitude': '-73.516817', 'latitude': '41.214931'}",2185,1346,984
VLY-ATWOOD FIRE COMPANY,56046,VLY ATWOOD ROAD-BOX 388A,STONE RIDGE,NY,12484,56,Ulster,9146874057,41.899905,-74.193809,"{'longitude': '-74.193809', 'latitude': '41.899905'}",2182,335,439
VOLNEY VOLUNTEER FIRE DEPARTMENT,38028,3002 STATE ROUTE 3,FULTON,NY,13069,38,Oswego,3155937473,43.342139,-76.356119,"{'longitude': '-76.356119', 'latitude': '43.342139'}",2135,623,239
VOORHEESVILLE FIRE DEPARTMENT,01035,12 ALTAMONT RD PO BOX 525,VOORHEESVILLE,NY,12186,01,Albany,5187654048,42.650819,-73.937756,"{'longitude': '-73.937756', 'latitude': '42.650819'}",2030,16,835
WADDINGTON VOLUNTEER FIRE DEPT,45046,PO BOX 352,WADDINGTON,NY,13694,45,St. Lawrence,3153884441,44.857213,-75.20282,"{'longitude': '-75.20282', 'latitude': '44.857213'}",2140,1621,313
WADING RIVER FIRE DEPARTMENT,52111,1503 N COUNTRY RD,WADING RIVER,NY,11792,52,Suffolk,6319294340,40.953573,-72.847571,"{'longitude': '-72.847571', 'latitude': '40.953573'}",2179,1432,
WALDEN FIRE DEPARTMENT,36046,PO BOX 268,WALDEN,NY,12586,36,Orange,8456298877,41.551055,-74.191338,"{'longitude': '-74.191338', 'latitude': '41.551055'}",2134,1016,894
WALES CENTER FIRE DEPARTMENT,15091,12300 BIG TREE RD  BOX 124,WALES CENTER,NY,14169,15,Erie,7166521051,42.76789,-78.52194,"{'longitude': '-78.52194', 'latitude': '42.76789'}",2041,510,282
WALKER FIRE DEPARTMENT,28041,1420 WALKER LAKE ONT ROAD,HILTON,NY,14468,28,Monroe,7169643692,43.299893,-77.859541,"{'longitude': '-77.859541', 'latitude': '43.299893'}",2093,238,554
WALKER VALLEY FIRE DEPARTMENT,56047,3679 ROUTE 52PO BOX 370,WALKER VALLEY,NY,12588,56,Ulster,8457443119,41.62874,-74.37088,"{'longitude': '-74.37088', 'latitude': '41.62874'}",2182,1001,402
WALLACE FIRE DEPARTMENT,51040,4534 CTY RT 105,AVOCA,NY,14809,51,Steuben,6075669208,42.40743,-77.42111,"{'longitude': '-77.42111', 'latitude': '42.40743'}",2178,1756,52
WALLINGTON FIRE DEPARTMENT,59024,7863 RIDGE ROAD EAST,SODUS,NY,14551,59,Wayne,3154838992,43.221391,-77.011391,"{'longitude': '-77.011391', 'latitude': '43.221391'}",631,408,634
WALLKILL FIRE COMPANY,56048,PO BOX 460,WALLKILL,NY,12589,56,Ulster,8458953729,41.61789,-74.15519,"{'longitude': '-74.15519', 'latitude': '41.61789'}",2182,1017,402
WALTON FIRE DEPARTMENT,13030,59-61 WEST STREET,WALTON,NY,13856,13,Delaware,6078655229,42.174411,-75.139315,"{'longitude': '-75.139315', 'latitude': '42.174411'}",2039,467,562
WALWORTH FIRE DEPARTMENT,59025,2178 CHURCH ST PO BOX 66,WALWORTH,NY,14568,59,Wayne,3159861123,43.137837,-77.274969,"{'longitude': '-77.274969', 'latitude': '43.137837'}",631,414,633
WAMPSVILLE FIRE DEPARTMENT,27024,NORTH COURT ST PO BOX 51,WAMPSVILLE,NY,13163,27,Madison,3153638171,43.08229,-75.70765,"{'longitude': '-75.70765', 'latitude': '43.08229'}",2092,699,83
WANTAGH FIRE DEPARTMENT,30067,2995 JERUSALEM AVENUE,WANTAGH,NY,11793,30,Nassau,5167850180,40.69213,-73.520904,"{'longitude': '-73.520904', 'latitude': '40.69213'}",2094,1433,54
WAPPINGERS FALLS FIRE DEPARTMENT,14034,2628 SOUTH AVENUE,WAPPINGERS FALLS,NY,12590,14,Dutchess,8452978773,41.596918,-73.917743,"{'longitude': '-73.917743', 'latitude': '41.596918'}",2040,1018,608
